t,x1,x2,x3
0,0.07706578831559523,-0.5634256174610803,0.5003801162091052
1,1.858784770653556,1.2047502632490512,1.0912980551261044
2,-0.7643511907690438,-0.5776940319704675,-0.30940803781388393
3,-0.5764498203636653,0.01946927248386221,-0.6132500739222906
4,0.6435305383274893,0.46356138617706977,0.397757358820374
5,-0.7855378178494663,0.11346471936557345,-0.8180917231400943
6,1.3477112908878826,0.6219001609647481,0.6994101442153147
7,2.017604007844274,1.4925562051814045,1.001356835278299
8,1.0227502159335737,1.0045984300702924,0.45955537525310164
9,-0.39815900120145536,-0.7230319900649216,0.1257222467691771
10,-0.7037342961002783,0.014031517392362414,-0.8125004628119353
11,1.2272052469831987,-0.09555095436897831,1.1767666556502425
12,-0.5619280921151438,-1.1833643238206406,0.06496273261337394
13,-0.7150720952316489,-0.8790077050431022,-0.14593917663878248
14,1.3677746481782174,1.3954387169119338,0.40526758082623954
15,0.49988599144029544,0.11044659615937513,0.47720151752769435
16,0.05578181579047569,0.3452556390150139,-0.06737835201895183
17,0.48458145242577433,-0.4566762570415982,0.661928625957893
18,1.677041950512134,1.0186561410203137,1.0607352291842909
19,-0.7278626798466012,-0.26291031384472074,-0.6124418036610139
20,0.13322203124277485,-1.6199012247085527,0.9759584821688784
21,-1.1066836419763164,-1.447710471133222,-0.312743400076325
22,-0.7260059402890454,-0.6312666365964243,-0.33172614595855004
23,-1.108292939621146,-1.4088695226842904,-0.11600279270127739
24,-0.4471192061044784,-0.0376886111006442,-0.328292563523164
25,-1.0545438183347677,-1.4599358768665347,-0.30620495625117355
26,-0.3277966086236759,-1.0179659274242119,0.17503219733824577
27,2.570269780963194,1.5739347772953611,1.5731510222267784
28,0.08111474926961112,0.34110504048656765,-0.2231145229180725
29,-0.13995217251434353,0.977649705936247,-0.5672511094662063
30,-1.3998566626305764,-2.2095822941207546,-0.22976864815942086
31,-0.3398271322817947,-0.4929388938672433,-0.2622359875607109
32,1.4269085140771058,0.9963673928893277,0.7887970343195686
33,0.9805401146922413,1.5607661875834078,-0.0238062308002413
34,0.4386740564506349,0.5344508402304886,0.25106325845335187
35,0.5501338158300727,0.4770164958201765,0.4097935619396248
36,0.39206887892846815,1.028912324167283,-0.181733055496349
37,-1.721909044992086,-1.5964329697178727,-0.7901400437190671
38,0.4730380305160328,-0.03381488717680037,0.5200424771531476
39,-0.3061965180142768,-0.7900316766812194,0.20150058737633192
40,-0.8852474383009151,-1.8589144250399339,0.11481334585331168
41,1.660461945661038,1.8413020253032906,0.44210351016738714
42,1.3063988961846085,1.213151502298781,0.4916199215246845
43,-0.1795164380129789,-0.21909207660386643,0.10166277779531274
44,0.4192230756373023,-0.724253663973942,0.6510095340182206
45,0.7270139122398003,0.9375263366801494,0.23656848414525863
46,-0.2979155555534784,0.38504822033769803,-0.5720124175176118
47,0.4600422606566448,-0.4544769450150782,0.850085143967647
48,2.180919594045306,2.0605866701466073,1.107603306286679
49,-0.2042209876595477,-0.697890222005252,0.2551154499174889
50,-0.3192810867948706,-0.6198059254984379,0.11280746730542382
51,-1.3770898361278228,-2.054670865872515,-0.4164210129427114
52,-0.04027558280700779,-0.0599948172853228,0.020004002769432365
53,1.285302717712246,1.063688842848969,0.5706244733482169
54,0.6110969292100715,0.6852276360261126,0.3195631582174537
55,0.8924201959673362,0.8800105565826577,0.4721200862243293
56,-1.9580383061659183,-1.091353178476436,-1.3143700793645796
57,-0.27706029910608554,-0.28168384890250175,0.022769544530988756
58,-0.09270006297924004,-0.5701937109734418,0.300187080315135
59,-0.4378171835791419,-0.5882421216731808,-0.07314745523211101
60,-0.16027819786031003,0.46801792800063746,-0.47170160867230215
61,-0.03606378906335523,0.10065395782762694,-0.1440817329381246
62,-0.2404419415998477,-0.5713206523760316,-0.0626785503594084
63,0.7644625550906021,-0.13294477985977815,0.7915136706863
64,-0.8345866486209323,-1.1893755897627143,-0.19449935496360807
65,-0.10273686259632771,0.6983297297738122,-0.35742855291750286
66,0.6860370995472048,0.3556653597344037,0.2980411063370263
67,0.4932930869900784,-0.18442285613124365,0.7409751352795874
68,0.7579198602840523,0.5648206519088432,0.3831674599223653
69,1.0318251942646446,0.37113733812478156,0.7205242163258055
70,-1.225974486272305,-0.8660592706149444,-0.6636175724035671
71,-1.7682927269188873,-0.401909120772586,-1.4297484470168806
72,1.1155276037234019,1.3417247266427925,0.39915668599614146
73,-0.11426116752342448,1.447622976697159,-0.9000972145708442
74,-1.44775532680536,-0.9974936862543677,-1.0117594537772285
75,-1.137439507146382,1.160958781889251,-1.5595730264120184
76,1.5365117302540046,0.8589670721712013,1.0115725222680705
77,0.32540243418010467,0.463311577127959,0.08118237950851073
78,0.14843118240220196,-0.6382222826279168,0.3537522353798553
79,0.6783193139254138,0.4131141063504232,0.3692506516669466
80,-1.474603345893916,-0.5782935786996737,-1.0697822352390203
81,0.6417320868130532,0.3476530843149545,0.39209992599772825
82,-0.651938373274527,-0.6510568455931343,-0.17253837761724283
83,-1.4857430296815795,-1.7344178564099149,-0.40629258771980714
84,-0.155985473442004,-0.8824155690746049,0.26425140872318176
85,1.0099227738107313,0.3565135112590442,0.730111001398571
86,-0.5751776717563787,-0.6008396902746241,-0.18194730474826631
87,0.19795105073660305,0.430817026246363,-0.10106110379581318
88,-0.9271207959949704,-0.07150351795136711,-0.8576801372512505
89,-0.6076495558574251,0.6759495583104478,-0.7858322273412522
90,1.8288676880095835,1.2323192024053682,1.005317669250873
91,-0.18266195250344852,-0.2689860494535732,0.007455536057565645
92,2.259907810737949,1.0758298182719293,1.3520325852518236
93,-0.2891761318754659,-0.9131463137719814,0.11521953117996063
94,1.3059093650165399,1.3404106800490077,0.3441029332361031
95,-0.09074369448453726,0.46644007641585244,-0.28648811512413275
96,1.1739444284013918,0.4944695296613903,1.0385781605942173
97,-1.2325725261367182,-1.1246832678123118,-0.6887277877589353
98,1.2811092641067914,0.7333966140646083,0.6543551481910271
99,-0.6617890183582257,-0.3404707040374596,-0.379667814173693
100,1.0595194001269674,0.2858728556567356,0.7677072830802558
101,-0.4952330919085413,-0.7922546882742534,-0.12137788316660605
102,0.037723288787557714,0.47186716696932707,-0.13943521693990457
103,-0.5130215244589531,-0.8140614412809455,-0.15737728641975615
104,0.9736008600358095,0.58284389951256,0.5511983530888978
105,-1.1697158862955348,-1.3354826812024347,-0.45531701103092925
106,1.0939274403862531,1.1509353935364344,0.5282802004236767
107,-2.572565292222499,-1.8635722007554758,-1.3871388024864868
108,-0.4883252060974481,-0.1807832246885961,-0.3588064844920115
109,-0.012276691474502747,-0.5839193095456411,0.13376235489761096
110,-1.101157972164646,-1.4670645442045138,-0.2988411949684037
111,-0.6282872971349986,-0.9079266907411456,-0.17991408016059085
112,-0.5059729476867562,0.10409577591214275,-0.3770227027791867
113,1.6826869943600635,1.6911518884946888,0.8818962917020828
114,0.7023731854341694,-0.4169425159031883,0.6148293299220777
115,-1.173869424983195,0.34007412588062036,-1.1237034038873575
116,0.20056555168689597,0.09760071981423782,0.22044270164155594
117,0.9108790478640217,1.072747098500818,0.08636551686750052
118,-1.015720722862251,-0.9465331463775739,-0.39617986436828845
119,1.055608538423894,0.9106800125695372,0.6698258260338356
120,-1.0086018695259822,-1.2245917876267813,-0.3171625091073953
121,-1.3688296665047226,-0.9833622456645648,-0.7359038587655555
122,0.23457931210530572,0.5232972102280494,0.012645326228998666
123,0.5758666099212333,1.9570691504845796,-0.5190369881218384
124,1.996726387105749,1.328247813063347,1.1349842255948692
125,0.1268695132712317,-0.5878078925855876,0.4180819931233062
126,-0.5764612740526135,0.12293378846287278,-0.5675821253018446
127,-0.46903480942523296,0.15947805870319393,-0.507299900387666
128,-0.6043102344298625,-0.5905789206249403,-0.2895232558905174
129,2.1656797739510676,1.6803432628377974,1.1386946867467924
130,-0.9710176922272037,-0.9392182115041472,-0.28726093573525463
131,-1.240463838700456,-1.0631192987949505,-0.6768084630210283
132,1.9892187665880463,2.089965500462925,0.6682518870258473
133,0.6262388449340923,0.08341178585442127,0.4910214487810466
134,-2.228054043199014,-1.4719004639938027,-1.3779283116020589
135,0.40665427703890766,0.13487230761046926,0.23559422286898424
136,-0.011820655819020982,0.9422039597826586,-0.46427175957358713
137,0.972701023946749,0.9206968604805881,0.47560681665268045
138,1.0161540884894376,0.1570039333879446,0.8508789384855854
139,-2.0612884049879403,-2.033390528215967,-0.9510494218305982
140,-0.7606765567775429,-1.4606380607290683,0.01348510525333494
141,-1.3987539129045499,-0.6509428143629796,-0.9584689771073749
142,1.2812892038844728,0.6885192180040007,0.8104358898889278
143,-1.5873928942355728,-0.7071311940213807,-1.248015308382015
144,-1.0874306104996019,-0.544070198101622,-0.5686825912759099
145,0.09505561066970106,0.07334363737180498,0.10499665174606718
146,0.3374937200908447,-0.041746841161059645,0.4151378316683866
147,-0.7565398196418852,-0.7121514290134326,-0.31857680177402137
148,-1.657659278990942,-0.41815812174403,-1.2856326503821995
149,0.8551090326947043,0.5199059010344094,0.4720463296266089
150,0.5275227256573546,0.4139327876754762,0.08079997918031373
151,-0.7002460120853176,-1.0986900078768078,-0.014909974644847099
